id,fecha,producto,categoria,precio,cantidad,total
93,2024-06-03 19:32:19,Silla,Muebles,100,7,700
94,2024-06-03 19:32:19,Cuaderno,Libreria,20,6,120
95,2024-06-03 19:32:19,Olla,Cocina,100,6,600
96,2024-06-03 19:32:19,Bufanda,Indumentaria,50,4,200
97,2024-06-03 19:32:19,Bufanda,Indumentaria,50,8,400
98,2024-06-03 19:32:19,Microfono,Musica,100,3,300
99,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,4,2000
100,2024-06-03 19:32:19,Cama,Muebles,1000,5,5000
101,2024-06-03 19:32:19,Cuchillo,Cocina,20,10,200
102,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,2,400
103,2024-06-03 19:32:19,Remera,Indumentaria,100,1,100
104,2024-06-03 19:32:19,Lienzo,Arte,100,10,1000
105,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,9,4500
106,2024-06-03 19:32:19,Lapicera,Libreria,10,4,40
107,2024-06-03 19:32:19,Sarten,Cocina,50,6,300
108,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,1,200
109,2024-06-03 19:32:19,Olla,Cocina,100,1,100
110,2024-06-03 19:32:19,Notebook,Tecnologia,1000,1,1000
111,2024-06-03 19:32:19,Bufanda,Indumentaria,50,3,150
112,2024-06-03 19:32:19,Television,Tecnologia,1500,10,15000
113,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,10,5000
114,2024-06-03 19:32:19,Oleo,Arte,40,9,360
115,2024-06-03 19:32:19,Bicicleta,Deportes,500,8,4000
116,2024-06-03 19:32:19,Lienzo,Arte,100,8,800
117,2024-06-03 19:32:19,Pelota,Deportes,50,5,250
118,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,1,300
119,2024-06-03 19:32:19,Lienzo,Arte,100,6,600
120,2024-06-03 19:32:19,Correa,Mascotas,15,1,15
121,2024-06-03 19:32:19,Lienzo,Arte,100,6,600
122,2024-06-03 19:32:19,Pintura,Arte,50,3,150
123,2024-06-03 19:32:19,Cocina,Cocina,500,5,2500
124,2024-06-03 19:32:19,Mesa de luz,Muebles,50,6,300
125,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,2,200
126,2024-06-03 19:32:19,Amplificador,Musica,200,4,800
127,2024-06-03 19:32:19,Tablet,Tecnologia,500,3,1500
128,2024-06-03 19:32:19,Comedero,Mascotas,20,10,200
129,2024-06-03 19:32:19,Oleo,Arte,40,6,240
130,2024-06-03 19:32:19,Correa,Mascotas,15,8,120
131,2024-06-03 19:32:19,Camiseta,Deportes,100,3,300
132,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,1,300
133,2024-06-03 19:32:19,Goma,Libreria,5,5,25
134,2024-06-03 19:32:19,Bateria,Musica,500,9,4500
135,2024-06-03 19:32:19,Pelota,Deportes,50,2,100
136,2024-06-03 19:32:19,Teclado,Musica,200,5,1000
137,2024-06-03 19:32:19,Cocina,Cocina,500,7,3500
138,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,7,2100
139,2024-06-03 19:32:19,Lapicera,Libreria,10,3,30
140,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,10,2000
141,2024-06-03 19:32:19,Raqueta,Deportes,100,3,300
142,2024-06-03 19:32:19,Pantalon,Indumentaria,300,3,900
143,2024-06-03 19:32:19,Lapicera,Libreria,10,4,40
144,2024-06-03 19:32:19,Sillon,Muebles,500,10,5000
145,2024-06-03 19:32:19,Guitarra,Musica,300,8,2400
146,2024-06-03 19:32:19,Camiseta,Deportes,100,4,400
147,2024-06-03 19:32:19,Lienzo,Arte,100,2,200
148,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,10,20000
149,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,3,600
150,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,2,600
151,2024-06-03 19:32:19,Correa,Mascotas,15,5,75
152,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,1,200
153,2024-06-03 19:32:19,Acrilico,Arte,30,6,180
154,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,6,9000
155,2024-06-03 19:32:19,Acrilico,Arte,30,6,180
156,2024-06-03 19:32:19,Raqueta,Deportes,100,3,300
157,2024-06-03 19:32:19,Remera,Indumentaria,100,8,800
158,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,10,2000
159,2024-06-03 19:32:19,Lienzo,Arte,100,10,1000
160,2024-06-03 19:32:19,Pintura,Arte,50,4,200
161,2024-06-03 19:32:19,Lapicera,Libreria,10,7,70
162,2024-06-03 19:32:19,Cama,Mascotas,100,3,300
163,2024-06-03 19:32:19,Comedero,Mascotas,20,7,140
164,2024-06-03 19:32:19,Amplificador,Musica,200,9,1800
165,2024-06-03 19:32:19,Botines,Deportes,200,1,200
166,2024-06-03 19:32:19,Smartphone,Tecnologia,300,4,1200
167,2024-06-03 19:32:19,Remera,Indumentaria,100,1,100
168,2024-06-03 19:32:19,Mesa,Muebles,300,2,600
169,2024-06-03 19:32:19,Correa,Mascotas,15,8,120
170,2024-06-03 19:32:19,Correa,Mascotas,15,10,150
171,2024-06-03 19:32:19,Pantalon,Indumentaria,300,10,3000
172,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,8,4000
173,2024-06-03 19:32:19,Guitarra,Musica,300,9,2700
174,2024-06-03 19:32:19,Cuchillo,Cocina,20,9,180
175,2024-06-03 19:32:19,Pintura,Arte,50,2,100
176,2024-06-03 19:32:19,Botines,Deportes,200,5,1000
177,2024-06-03 19:32:19,Pelota,Deportes,50,8,400
178,2024-06-03 19:32:19,Bufanda,Indumentaria,50,1,50
179,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,9,18000
180,2024-06-03 19:32:19,Microfono,Musica,100,2,200
181,2024-06-03 19:32:19,Regla,Libreria,5,9,45
182,2024-06-03 19:32:19,Tenedor,Cocina,10,8,80
183,2024-06-03 19:32:19,Olla,Cocina,100,9,900
184,2024-06-03 19:32:19,Silla,Muebles,100,6,600
185,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,1,100
186,2024-06-03 19:32:19,Mesa de luz,Muebles,50,9,450
187,2024-06-03 19:32:19,Mesa,Muebles,300,3,900
188,2024-06-03 19:32:19,Guitarra,Musica,300,7,2100
189,2024-06-03 19:32:19,Camiseta,Deportes,100,10,1000
190,2024-06-03 19:32:19,Pantalon,Indumentaria,300,5,1500
191,2024-06-03 19:32:19,Remera,Indumentaria,100,5,500
192,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,7,3500
193,2024-06-03 19:32:19,Pintura,Arte,50,4,200
194,2024-06-03 19:32:19,Botines,Deportes,200,10,2000
195,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,6,3000
196,2024-06-03 19:32:19,Lienzo,Arte,100,4,400
197,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,8,2400
198,2024-06-03 19:32:19,Cama,Muebles,1000,8,8000
199,2024-06-03 19:32:19,Correa,Mascotas,15,9,135
200,2024-06-03 19:32:19,Oleo,Arte,40,7,280
201,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,8,1600
202,2024-06-03 19:32:19,Cuchillo,Cocina,20,1,20
203,2024-06-03 19:32:19,Television,Tecnologia,1500,10,15000
204,2024-06-03 19:32:19,Smartphone,Tecnologia,300,7,2100
205,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,1,300
206,2024-06-03 19:32:19,Sillon,Muebles,500,7,3500
207,2024-06-03 19:32:19,Remera,Indumentaria,100,10,1000
208,2024-06-03 19:32:19,Botines,Deportes,200,9,1800
209,2024-06-03 19:32:19,Bufanda,Indumentaria,50,5,250
210,2024-06-03 19:32:19,Television,Tecnologia,1500,2,3000
211,2024-06-03 19:32:19,Bufanda,Indumentaria,50,5,250
212,2024-06-03 19:32:19,Correa,Mascotas,15,3,45
213,2024-06-03 19:32:19,Goma,Libreria,5,8,40
214,2024-06-03 19:32:19,Libro,Libreria,50,6,300
215,2024-06-03 19:32:19,Campera,Indumentaria,500,8,4000
216,2024-06-03 19:32:19,Juguete,Mascotas,10,6,60
217,2024-06-03 19:32:19,Lienzo,Arte,100,10,1000
218,2024-06-03 19:32:19,Mesa de luz,Muebles,50,7,350
219,2024-06-03 19:32:19,Lienzo,Arte,100,4,400
220,2024-06-03 19:32:19,Collar,Mascotas,15,9,135
221,2024-06-03 19:32:19,Botines,Deportes,200,5,1000
222,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,5,1000
223,2024-06-03 19:32:19,Raqueta,Deportes,100,5,500
224,2024-06-03 19:32:19,Sillon,Muebles,500,2,1000
225,2024-06-03 19:32:19,Lapicera,Libreria,10,9,90
226,2024-06-03 19:32:19,Guitarra,Musica,300,5,1500
227,2024-06-03 19:32:19,Regla,Libreria,5,7,35
228,2024-06-03 19:32:19,Pincel,Arte,20,9,180
229,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,10,2000
230,2024-06-03 19:32:19,Bufanda,Indumentaria,50,5,250
231,2024-06-03 19:32:19,Sarten,Cocina,50,7,350
232,2024-06-03 19:32:19,Libro,Libreria,50,1,50
233,2024-06-03 19:32:19,Amplificador,Musica,200,7,1400
234,2024-06-03 19:32:19,Acrilico,Arte,30,8,240
235,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,8,2400
236,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,9,13500
237,2024-06-03 19:32:19,Smartphone,Tecnologia,300,10,3000
238,2024-06-03 19:32:19,Pintura,Arte,50,3,150
239,2024-06-03 19:32:19,Collar,Mascotas,15,2,30
240,2024-06-03 19:32:19,Camiseta,Deportes,100,3,300
241,2024-06-03 19:32:19,Cuaderno,Libreria,20,4,80
242,2024-06-03 19:32:19,Cama,Mascotas,100,3,300
243,2024-06-03 19:32:19,Pantalon,Indumentaria,300,9,2700
244,2024-06-03 19:32:19,Cuchillo,Cocina,20,1,20
245,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,6,1200
246,2024-06-03 19:32:19,Guitarra,Musica,300,8,2400
247,2024-06-03 19:32:19,Juguete,Mascotas,10,9,90
248,2024-06-03 19:32:19,Guitarra,Musica,300,1,300
249,2024-06-03 19:32:19,Notebook,Tecnologia,1000,7,7000
250,2024-06-03 19:32:19,Botines,Deportes,200,3,600
251,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,1,100
252,2024-06-03 19:32:19,Tablet,Tecnologia,500,7,3500
253,2024-06-03 19:32:19,Bufanda,Indumentaria,50,6,300
254,2024-06-03 19:32:19,Acrilico,Arte,30,10,300
255,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,1,200
256,2024-06-03 19:32:19,Oleo,Arte,40,1,40
257,2024-06-03 19:32:19,Acrilico,Arte,30,1,30
258,2024-06-03 19:32:19,Television,Tecnologia,1500,8,12000
259,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,5,1500
260,2024-06-03 19:32:19,Cuaderno,Libreria,20,1,20
261,2024-06-03 19:32:19,Bateria,Musica,500,1,500
262,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,2,200
263,2024-06-03 19:32:19,Acrilico,Arte,30,7,210
264,2024-06-03 19:32:19,Goma,Libreria,5,7,35
265,2024-06-03 19:32:19,Guitarra,Musica,300,4,1200
266,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,10,5000
267,2024-06-03 19:32:19,Notebook,Tecnologia,1000,2,2000
268,2024-06-03 19:32:19,Tenedor,Cocina,10,3,30
269,2024-06-03 19:32:19,Pintura,Arte,50,6,300
270,2024-06-03 19:32:19,Television,Tecnologia,1500,6,9000
271,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,9,900
272,2024-06-03 19:32:19,Pantalon,Indumentaria,300,2,600
273,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,10,2000
274,2024-06-03 19:32:19,Oleo,Arte,40,10,400
275,2024-06-03 19:32:19,Cama,Mascotas,100,1,100
276,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,4,8000
277,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,7,1400
278,2024-06-03 19:32:19,Mesa,Muebles,300,4,1200
279,2024-06-03 19:32:19,Botines,Deportes,200,10,2000
280,2024-06-03 19:32:19,Television,Tecnologia,1500,10,15000
281,2024-06-03 19:32:19,Tenedor,Cocina,10,6,60
282,2024-06-03 19:32:19,Campera,Indumentaria,500,3,1500
283,2024-06-03 19:32:19,Lapicera,Libreria,10,4,40
284,2024-06-03 19:32:19,Cocina,Cocina,500,1,500
285,2024-06-03 19:32:19,Correa,Mascotas,15,6,90
286,2024-06-03 19:32:19,Pelota,Deportes,50,10,500
287,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,2,3000
288,2024-06-03 19:32:19,Pantalon,Indumentaria,300,5,1500
289,2024-06-03 19:32:19,Lienzo,Arte,100,2,200
290,2024-06-03 19:32:19,Tablet,Tecnologia,500,1,500
291,2024-06-03 19:32:19,Acrilico,Arte,30,3,90
292,2024-06-03 19:32:19,Silla,Muebles,100,7,700
293,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,1,500
294,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,2,4000
295,2024-06-03 19:32:19,Camiseta,Deportes,100,9,900
296,2024-06-03 19:32:19,Lapicera,Libreria,10,9,90
297,2024-06-03 19:32:19,Sarten,Cocina,50,1,50
298,2024-06-03 19:32:19,Cama,Muebles,1000,9,9000
299,2024-06-03 19:32:19,Bufanda,Indumentaria,50,3,150
300,2024-06-03 19:32:19,Cama,Muebles,1000,4,4000
301,2024-06-03 19:32:19,Bufanda,Indumentaria,50,9,450
302,2024-06-03 19:32:19,Lapicera,Libreria,10,7,70
303,2024-06-03 19:32:19,Camiseta,Deportes,100,8,800
304,2024-06-03 19:32:19,Camiseta,Deportes,100,10,1000
305,2024-06-03 19:32:19,Acrilico,Arte,30,2,60
306,2024-06-03 19:32:19,Pincel,Arte,20,5,100
307,2024-06-03 19:32:19,Mesa de luz,Muebles,50,2,100
308,2024-06-03 19:32:19,Regla,Libreria,5,3,15
309,2024-06-03 19:32:19,Pelota,Deportes,50,1,50
310,2024-06-03 19:32:19,Goma,Libreria,5,9,45
311,2024-06-03 19:32:19,Cama,Mascotas,100,8,800
312,2024-06-03 19:32:19,Libro,Libreria,50,1,50
313,2024-06-03 19:32:19,Cuaderno,Libreria,20,9,180
314,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,4,1200
315,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,9,18000
316,2024-06-03 19:32:19,Campera,Indumentaria,500,10,5000
317,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,1,500
318,2024-06-03 19:32:19,Amplificador,Musica,200,3,600
319,2024-06-03 19:32:19,Raqueta,Deportes,100,10,1000
320,2024-06-03 19:32:19,Campera,Indumentaria,500,1,500
321,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,7,1400
322,2024-06-03 19:32:19,Bufanda,Indumentaria,50,10,500
323,2024-06-03 19:32:19,Olla,Cocina,100,7,700
324,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,2,200
325,2024-06-03 19:32:19,Silla,Muebles,100,2,200
326,2024-06-03 19:32:19,Pintura,Arte,50,9,450
327,2024-06-03 19:32:19,Teclado,Musica,200,9,1800
328,2024-06-03 19:32:19,Pantalon,Indumentaria,300,2,600
329,2024-06-03 19:32:19,Smartphone,Tecnologia,300,9,2700
330,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,6,1200
331,2024-06-03 19:32:19,Tablet,Tecnologia,500,4,2000
332,2024-06-03 19:32:19,Cama,Muebles,1000,2,2000
333,2024-06-03 19:32:19,Raqueta,Deportes,100,4,400
334,2024-06-03 19:32:19,Cuaderno,Libreria,20,5,100
335,2024-06-03 19:32:19,Pincel,Arte,20,9,180
336,2024-06-03 19:32:19,Tenedor,Cocina,10,10,100
337,2024-06-03 19:32:19,Smartphone,Tecnologia,300,9,2700
338,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,2,200
339,2024-06-03 19:32:19,Bufanda,Indumentaria,50,7,350
340,2024-06-03 19:32:19,Television,Tecnologia,1500,8,12000
341,2024-06-03 19:32:19,Cuchillo,Cocina,20,1,20
342,2024-06-03 19:32:19,Camiseta,Deportes,100,4,400
343,2024-06-03 19:32:19,Mesa,Muebles,300,5,1500
344,2024-06-03 19:32:19,Pantalon,Indumentaria,300,10,3000
345,2024-06-03 19:32:19,Lapicera,Libreria,10,8,80
346,2024-06-03 19:32:19,Lienzo,Arte,100,5,500
347,2024-06-03 19:32:19,Cama,Muebles,1000,1,1000
348,2024-06-03 19:32:19,Smartphone,Tecnologia,300,7,2100
349,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,7,1400
350,2024-06-03 19:32:19,Cuchillo,Cocina,20,9,180
351,2024-06-03 19:32:19,Regla,Libreria,5,8,40
352,2024-06-03 19:32:19,Lienzo,Arte,100,5,500
353,2024-06-03 19:32:19,Botines,Deportes,200,8,1600
354,2024-06-03 19:32:19,Juguete,Mascotas,10,1,10
355,2024-06-03 19:32:19,Comedero,Mascotas,20,10,200
356,2024-06-03 19:32:19,Pantalon,Indumentaria,300,5,1500
357,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,2,400
358,2024-06-03 19:32:19,Libro,Libreria,50,3,150
359,2024-06-03 19:32:19,Collar,Mascotas,15,6,90
360,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,1,500
361,2024-06-03 19:32:19,Sillon,Muebles,500,1,500
362,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,9,2700
363,2024-06-03 19:32:19,Tablet,Tecnologia,500,10,5000
364,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,9,1800
365,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,10,20000
366,2024-06-03 19:32:19,Cocina,Cocina,500,2,1000
367,2024-06-03 19:32:19,Goma,Libreria,5,7,35
368,2024-06-03 19:32:19,Tenedor,Cocina,10,6,60
369,2024-06-03 19:32:19,Pintura,Arte,50,6,300
370,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,8,2400
371,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,6,9000
372,2024-06-03 19:32:19,Teclado,Musica,200,7,1400
373,2024-06-03 19:32:19,Regla,Libreria,5,4,20
374,2024-06-03 19:32:19,Cama,Mascotas,100,7,700
375,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,10,1000
376,2024-06-03 19:32:19,Notebook,Tecnologia,1000,9,9000
377,2024-06-03 19:32:19,Tenedor,Cocina,10,9,90
378,2024-06-03 19:32:19,Cuaderno,Libreria,20,3,60
379,2024-06-03 19:32:19,Sillon,Muebles,500,1,500
380,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,6,1200
381,2024-06-03 19:32:19,Notebook,Tecnologia,1000,4,4000
382,2024-06-03 19:32:19,Campera,Indumentaria,500,9,4500
383,2024-06-03 19:32:19,Oleo,Arte,40,5,200
384,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,1,500
385,2024-06-03 19:32:19,Cuchillo,Cocina,20,4,80
386,2024-06-03 19:32:19,Tenedor,Cocina,10,9,90
387,2024-06-03 19:32:19,Mesa de luz,Muebles,50,10,500
388,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,3,600
389,2024-06-03 19:32:19,Bateria,Musica,500,9,4500
390,2024-06-03 19:32:19,Bufanda,Indumentaria,50,6,300
391,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,6,1800
392,2024-06-03 19:32:19,Lienzo,Arte,100,3,300
393,2024-06-03 19:32:19,Notebook,Tecnologia,1000,1,1000
394,2024-06-03 19:32:19,Cuchillo,Cocina,20,10,200
395,2024-06-03 19:32:19,Campera,Indumentaria,500,3,1500
396,2024-06-03 19:32:19,Bufanda,Indumentaria,50,5,250
397,2024-06-03 19:32:19,Pelota,Deportes,50,3,150
398,2024-06-03 19:32:19,Notebook,Tecnologia,1000,2,2000
399,2024-06-03 19:32:19,Olla,Cocina,100,9,900
400,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,9,900
401,2024-06-03 19:32:19,Regla,Libreria,5,8,40
402,2024-06-03 19:32:19,Tablet,Tecnologia,500,3,1500
403,2024-06-03 19:32:19,Remera,Indumentaria,100,2,200
404,2024-06-03 19:32:19,Botines,Deportes,200,10,2000
405,2024-06-03 19:32:19,Juguete,Mascotas,10,7,70
406,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,9,1800
407,2024-06-03 19:32:19,Guitarra,Musica,300,2,600
408,2024-06-03 19:32:19,Camiseta,Deportes,100,4,400
409,2024-06-03 19:32:19,Collar,Mascotas,15,6,90
410,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,2,3000
411,2024-06-03 19:32:19,Acrilico,Arte,30,1,30
412,2024-06-03 19:32:19,Teclado,Musica,200,4,800
413,2024-06-03 19:32:19,Goma,Libreria,5,8,40
414,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,7,14000
415,2024-06-03 19:32:19,Libro,Libreria,50,6,300
416,2024-06-03 19:32:19,Bicicleta,Deportes,500,2,1000
417,2024-06-03 19:32:19,Bufanda,Indumentaria,50,2,100
418,2024-06-03 19:32:19,Pintura,Arte,50,8,400
419,2024-06-03 19:32:19,Acrilico,Arte,30,7,210
420,2024-06-03 19:32:19,Libro,Libreria,50,2,100
421,2024-06-03 19:32:19,Botines,Deportes,200,10,2000
422,2024-06-03 19:32:19,Regla,Libreria,5,5,25
423,2024-06-03 19:32:19,Raqueta,Deportes,100,1,100
424,2024-06-03 19:32:19,Tenedor,Cocina,10,9,90
425,2024-06-03 19:32:19,Olla,Cocina,100,1,100
